,Reference,Name,Pronunciation,Image_Reference,Length,Type,Diet,Period,Area,Taxonomy,Named_By,Species,Teeth,Food,Movement
142,https://www.nhm.ac.uk/discover/dino-directory/jaxartosaurus.html,Jaxartosaurus,jak-sahr-toh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Jaxartosaurus.jpg,9.0m,euornithopod,herbivorous,"Late Cretaceous, 94-84 million years ago","Belgium,England,USA","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Lambeosaurinae",Riabinin (1939),aralensis,,,
143,https://www.nhm.ac.uk/discover/dino-directory/jingshanosaurus.html,Jingshanosaurus,jing-shahn-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Jingshanosaurus.jpg,5.0m,sauropod,herbivorous,"Early Jurassic, 205-190 million years ago","Belgium,England,USA","Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Plateosauria",Zhang and Yang (1995),xinwaensis,,,
144,https://www.nhm.ac.uk/discover/dino-directory/jinzhousaurus.html,Jinzhousaurus,jeen-joh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Jinzhousaurus.jpg,,euornithopod,herbivorous,"Early Cretaceous, 127-121 million years ago","Belgium,England,USA","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea",Wang and Xu (2001),yangi,,,
145,https://www.nhm.ac.uk/discover/dino-directory/jobaria.html,Jobaria,joh-bahr-ee-uh,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Jobaria.jpg,21.0m,sauropod,herbivorous,"Early Cretaceous, 132-94 million years ago","Belgium,England,USA","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria","Sereno, Beck, Dutheil, Larsson, Lyon, Moussa, Sadleir, Sidor, Varricchio, Wilson and Wilson (1999)",tiguidensis,,,
146,https://www.nhm.ac.uk/discover/dino-directory/juravenator.html,Juravenator,ju-rah-ve-nay-tor,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Juravenator.jpg,0.8m,small theropod,carnivorous,"Late Jurassic, 154-151 million years ago","Belgium,England,USA","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Compsognathidae",GÃ¶hlich & Chiappe (2006),starki,,,
147,https://www.nhm.ac.uk/discover/dino-directory/kentrosaurus.html,Kentrosaurus,ken-TROH-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/kentro.jpg,5.0m,armoured dinosaur,herbivorous,"Late Jurassic, 155-150 million years ago","Belgium,England,USA","Dinosauria, Ornithischia, Genasauria, Thyreophora, Stegosauria, Stegosauridae, Stegosaurinae",Hennig (1915),aethiopicus,,,
148,https://www.nhm.ac.uk/discover/dino-directory/khaan.html,Khaan,kahn,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Khaan.jpg,1.8m,small theropod,omnivorous,"Late Cretaceous, 81-75 million years ago","Belgium,England,USA","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Oviraptorosauria, Caenagnathoidea, Oviraptoridae, Ingeniinae","Clark, Norell and Barsbold (2001)",mckennai,,,
149,https://www.nhm.ac.uk/discover/dino-directory/kotasaurus.html,Kotasaurus,koht-a-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Kotasaurus.jpg,9.0m,sauropod,herbivorous,"Early Jurassic, 205-180 million years ago","Belgium,England,USA","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda",Yadagiri (1988),yamanpalliensis,,,
150,https://www.nhm.ac.uk/discover/dino-directory/kritosaurus.html,Kritosaurus,KRIT-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/krito.jpg,8.0m,euornithopod,herbivorous,"Late Cretaceous, 78-74 million years ago","Belgium,England,USA","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Hadrosaurinae",Brown (1910),navajovius,,,
151,https://www.nhm.ac.uk/discover/dino-directory/lambeosaurus.html,Lambeosaurus,lam-BEE-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/lambeo.jpg,9.0m,euornithopod,herbivorous,"Late Cretaceous, 76-74 million years ago","Belgium,England,USA","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Lambeosaurinae",Parks (1923),lambei,,,
152,https://www.nhm.ac.uk/discover/dino-directory/lapparentosaurus.html,Lapparentosaurus,la-pah-rent-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Lapparentosaurus.jpg,,sauropod,herbivorous,"Mid Jurassic, 169-164 million years ago","Belgium,England,USA","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes",Bonaparte (1986),madagascariensis,,,
153,https://www.nhm.ac.uk/discover/dino-directory/leaellynasaura.html,Leaellynasaura,LEE-ELL-IN-a-SORE-a,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Leaellynasaura.jpg,2.0m,euornithopod,herbivorous,"Early Cretaceous, 115-110 million years ago","Belgium,England,USA","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda",Rich and Rich (1989),amicagraphica,,,
154,https://www.nhm.ac.uk/discover/dino-directory/leptoceratops.html,Leptoceratops,lep-toh-ker-ah-tops,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Leptoceratops.jpg,3.0m,ceratopsian,herbivorous,"Late Cretaceous, 67-65 million years ago","Belgium,England,USA","Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria",Brown (1914),gracilis,,,
155,https://www.nhm.ac.uk/discover/dino-directory/lesothosaurus.html,Lesothosaurus,Le-SO-toe-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/lesotho.jpg,10kg,,herbivorous,"Early Jurassic, 213-200 million years ago",Lesotho,"Dinosauria, Ornithischia",Galton (1978),diagnosticus,small grinding teeth,plant material,on 2 legs
156,https://www.nhm.ac.uk/discover/dino-directory/liaoceratops.html,Liaoceratops,lyow-serra-tops,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Liaoceratops.jpg,,ceratopsian,herbivorous,"Early Cretaceous, 127-121 million years ago",Lesotho,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia","Xu, Makovicky, Wang, Norell and You (2002)",yanzigouensis,,,
157,https://www.nhm.ac.uk/discover/dino-directory/ligabuesaurus.html,Ligabuesaurus,lee-gah-boo-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Ligabuesaurus.jpg,24.0m,sauropod,herbivorous,"Early Cretaceous, 121-99 million years ago",Lesotho,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria","Bonaparte, GonzÃ¡lez Riga and ApesteguÃ­a (2006)",leanzai,,,
158,https://www.nhm.ac.uk/discover/dino-directory/liliensternus.html,Liliensternus,lil-ee-en-shtern-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Liliensternus.jpg,5.0m,small theropod,carnivorous,"Late Triassic, 205-202 million years ago",Lesotho,"Dinosauria, Saurischia, Theropoda, Neotheropoda",Huene (1934),liliensterni,,,
159,https://www.nhm.ac.uk/discover/dino-directory/lophorhothon.html,Lophorhothon,lof-oh-roh-thon,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Lophorhothon.jpg,4.5m,euornithopod,herbivorous,"Late Cretaceous, 84-71 million years ago",Lesotho,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Hadrosaurinae","Xu, Makovicky, Wang, Norell and You (1960)",atopus,,,
160,https://www.nhm.ac.uk/discover/dino-directory/lophostropheus.html,Lophostropheus,lof-oh-stro-fee-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/lophostropheus.jpg,6.2m,large theropod,carnivorous,"Early Jurassic, 203-196 million years ago",Lesotho,"Dinosauria, Saurischia",Ezcurra and Cuny 2007 (1993),airelensis,,,
161,https://www.nhm.ac.uk/discover/dino-directory/lufengosaurus.html,Lufengosaurus,Loo-FUNG-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/lufengos.jpg,6.0m,sauropod,herbivorous,"Early Jurassic, 200-195 million years ago",Lesotho,"Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Plateosauria, Plateosauridae",Young (1941),huenei,,,
162,https://www.nhm.ac.uk/discover/dino-directory/lurdusaurus.html,Lurdusaurus,loor-duh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Lurdusaurus.jpg,9.0m,euornithopod,herbivorous,"Early Cretaceous, 121-112 million years ago",Lesotho,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea",Taquet & Russell (1999),arenatus,,,
163,https://www.nhm.ac.uk/discover/dino-directory/lycorhinus.html,Lycorhinus,liek-oh-rien-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Lycorhinus.jpg,1.2m,euornithopod,herbivorous,"Late Triassic, 205-195 million years ago",Lesotho,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Heterodontosauridae",Haughton (1924),angustidens,,,
164,https://www.nhm.ac.uk/discover/dino-directory/magyarosaurus.html,Magyarosaurus,mod-yar-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Magyarosaurus.jpg,5.0m,sauropod,herbivorous,"Late Cretaceous, 71-65 million years ago",Lesotho,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Lithostrotia",Nopcsa (1915),dacus,,,
165,https://www.nhm.ac.uk/discover/dino-directory/maiasaura.html,Maiasaura,my-ah-SORE-ah,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/maia.jpg,9.0m,euornithopod,herbivorous,"Late Cretaceous, 80-75 million years ago",Lesotho,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Hadrosaurinae",Horner and Makela (1979),peeblesorum,,,
166,https://www.nhm.ac.uk/discover/dino-directory/majungasaurus.html,Majungasaurus,mah-joon-gah-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Majungatholus.jpg,6.0m,large theropod,carnivorous,"Late Cretaceous, 84-71 million years ago",Lesotho,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Ceratosauria, Neoceratosauria, Abelisauridae",Sues & Taquet (1979),atopus,,,
167,https://www.nhm.ac.uk/discover/dino-directory/malawisaurus.html,Malawisaurus,mah-lah-wee-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Malawisaurus.jpg,9.0m,sauropod,herbivorous,"Early Cretaceous, 121-112 million years ago",Lesotho,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Lithostrotia",Haughton (1928),dixeyi,,,
168,https://www.nhm.ac.uk/discover/dino-directory/mamenchisaurus.html,Mamenchisaurus,mah-men-chi-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/mamench.jpg,22.0m,sauropod,herbivorous,"Late Jurassic, 155-145 million years ago",Lesotho,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda",Young (1954),constructus,,,
169,https://www.nhm.ac.uk/discover/dino-directory/mapusaurus.html,Mapusaurus,mah-puh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Mapusaurus.jpg,13.0m,large theropod,carnivorous,"Late Cretaceous, 99-94 million years ago",Lesotho,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Carnosauria, Allosauroidea, Allosauridae, Charcharodontosauridae, Giganotosaurinae",Coria and Currie (2006),roseae,,,
170,https://www.nhm.ac.uk/discover/dino-directory/marshosaurus.html,Marshosaurus,marsh-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Marshosaurus.jpg,6.0m,large theropod,carnivorous,"Late Jurassic, 154-142 million years ago",Lesotho,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda",Madsen (1976),bicentesimus,,,
171,https://www.nhm.ac.uk/discover/dino-directory/masiakasaurus.html,Masiakasaurus,mah-shee-ah-kah-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Masiakasaurus.jpg,2.0m,small theropod,carnivorous,"Late Cretaceous, 84-71 million years ago",Lesotho,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Ceratosauria, Neoceratosauria, Abelisauroidea, Abelisauria","Sampson, Carrano & Forster (2001)",knopfleri,,,
172,https://www.nhm.ac.uk/discover/dino-directory/massospondylus.html,Massospondylus,mass-oh-SPON-di-luss,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/massospon.jpg,4.0m,sauropod,omnivorous,"Early Jurassic, 208-204 million years ago",Lesotho,"Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Plateosauria, Plateosauridae",Owen (1854),carinatus,,,
173,https://www.nhm.ac.uk/discover/dino-directory/maxakalisaurus.html,Maxakalisaurus,max-aka-li-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Maxakalisaurus.jpg,13.0m,sauropod,herbivorous,"Late Cretaceous, 80 million years ago",Lesotho,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Lithostrotia, Saltasauridae, Saltasaurinae",Kellner et al. (2006),topai,,,
174,https://www.nhm.ac.uk/discover/dino-directory/megalosaurus.html,Megalosaurus,MEG-ah-low-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/megalo.jpg,9.0m,large theropod,carnivorous,"Mid Jurassic, 170-155 million years ago",Lesotho,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Spinosauroidea, Megalosauridae, Megalosaurinae",Ritgen (1826),bucklandii,,,
175,https://www.nhm.ac.uk/discover/dino-directory/melanorosaurus.html,Melanorosaurus,me-lan-or-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Melanorosaurus.jpg,12.0m,sauropod,omnivorous,"Late Triassic, 227-221 million years ago",Lesotho,"Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Anchisauria, Melanorosauridae",Haughton (1924),readi,,,
176,https://www.nhm.ac.uk/discover/dino-directory/metriacanthosaurus.html,Metriacanthosaurus,met-ree-a-kan-tho-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Metriacanthosaurus.jpg,8.2m,large theropod,carnivorous,"Late Jurassic, 159-154 million years ago",Lesotho,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae",Walker (1964),parkeri,,,
177,https://www.nhm.ac.uk/discover/dino-directory/microceratus.html,Microceratus,mike-row-ker-ah-tuss,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Microceratops.jpg,0.5m,ceratopsian,herbivorous,"Late Cretaceous, 86-66 million years ago",Lesotho,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria",Bohlin (1953),gobiensis,,,
178,https://www.nhm.ac.uk/discover/dino-directory/micropachycephalosaurus.html,Micropachycephalosaurus,mike-row-pak-ee-keff-ah-loh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Micropachycephalosaurus.jpg,0.6m,ceratopsian,herbivorous,"Late Cretaceous, 84-71 million years ago",Lesotho,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Pachycephalosauria",Dong (1978),hongtuyanensis,,,
179,https://www.nhm.ac.uk/discover/dino-directory/microraptor.html,Microraptor,MIKE-row-rap-tor,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Microraptor.jpg,0.8m,small theropod,carnivorous,"Early Cretaceous, 125-122 million years ago",China,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptora, Dromaeosauridae","Xu, Zhou and Wang (2000)",zhaoianus,"small, sharp, pointed","other animals, insects",on 2 legs
180,https://www.nhm.ac.uk/discover/dino-directory/minmi.html,Minmi,min-mie,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Minmi.jpg,3.0m,armoured dinosaur,herbivorous,"Early Cretaceous, 121-112 million years ago",China,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria",Molnar (1980),paravertebra,,,
181,https://www.nhm.ac.uk/discover/dino-directory/monolophosaurus.html,Monolophosaurus,mono-Loh-foh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Monolophosaurus.jpg,5.7m,large theropod,carnivorous,"Mid Jurassic, 180-159 million years ago",China,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Carnosauria",Zhao and Currie (1993),jiangi,,,
182,https://www.nhm.ac.uk/discover/dino-directory/mononykus.html,Mononykus,mono-Nike-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Mononykus.jpg,1.0m,small theropod,unknown,"Late Cretaceous, 81-68 million years ago",China,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Alvarezsauridae","Perle, Norell, Chiappe and Clark (1993)",olecranus,,,
183,https://www.nhm.ac.uk/discover/dino-directory/mussaurus.html,Mussaurus,moos-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/muss.jpg,3.0m,sauropod,herbivorous,"Late Triassic, 221-210 million years ago",China,"Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Plateosauria, Plateosauridae",Bonaparte and Vince (1979),patagonicus,,,
184,https://www.nhm.ac.uk/discover/dino-directory/muttaburrasaurus.html,Muttaburrasaurus,MUT-a-BURR-a-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/muttab.jpg,7.0m,euornithopod,herbivorous,"Early Cretaceous, 110-100 million years ago",China,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea",Bartholomai and Molnar (1981),langdoni,,,
185,https://www.nhm.ac.uk/discover/dino-directory/nanshiungosaurus.html,Nanshiungosaurus,nahn-shyung-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Nanshiungosaurus.jpg,4.4m,large theropod,omnivorous,"Late Cretaceous, 84-71 million years ago",China,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Therizinosauroidea, Therizinosauridae",Dong (1979),brevispinus,,,
186,https://www.nhm.ac.uk/discover/dino-directory/nedoceratops.html,Nedoceratops,ned-o-ker-ah-tops,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Diceratops.jpg,7.0m,ceratopsian,herbivorous,"Late Cretaceous, 67-65 million years ago",China,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Chasmosaurinae",Lull (1905),hatcheri,,,
187,https://www.nhm.ac.uk/discover/dino-directory/nemegtosaurus.html,Nemegtosaurus,Nem-egg-tow-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Nemegtosaurus.jpg,13.0m,sauropod,herbivorous,"Late Cretaceous, 72-68 million years ago",China,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Nemegtosauridae",Nowinski (1971),mongoliensis,,,
188,https://www.nhm.ac.uk/discover/dino-directory/neovenator.html,Neovenator,nee-oh-ve-nay-tor,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Neovenator.jpg,7.4m,large theropod,carnivorous,"Early Cretaceous, 127-121 million years ago",China,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Carnosauria, Allosauroidea, Carcharodontosauridae","Hutt, Martill and Barker (1996)",salerii,,,
189,https://www.nhm.ac.uk/discover/dino-directory/neuquenosaurus.html,Neuquenosaurus,nayoo-ken-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Neuquenosaurus.jpg,10.0m,sauropod,herbivorous,"Late Cretaceous, 71-65 million years ago",China,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Lithostrotia, Saltasauridae",Lydekker (1893),australis,,,
190,https://www.nhm.ac.uk/discover/dino-directory/nigersaurus.html,Nigersaurus,nee-zhayr-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Nigersaurus.jpg,15.0m,sauropod,herbivorous,"Early Cretaceous, 121-99 million years ago",China,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Rebbachisauridae","Sereno, Beck, Dutheil, Larsson, Lyon, Moussa, Sadleir, Sidor, Varricchio, Wilson & Wilson (1999)",taqueti,,,
191,https://www.nhm.ac.uk/discover/dino-directory/nipponosaurus.html,Nipponosaurus,nip-on-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Nipponosaurus.jpg,,euornithopod,herbivorous,"Late Cretaceous, 89-84 million years ago",China,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Lambeosaurinae",Nagao (1936),sachalinensis,,,
192,https://www.nhm.ac.uk/discover/dino-directory/noasaurus.html,Noasaurus,noh-ah-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Noasaurus.jpg,1.0m,small theropod,carnivorous,"Late Cretaceous, 84-65 million years ago",China,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Ceratosauria, Neoceratosauria, Abelisauroidea, Abelisauria",Bonaparte and Powell (1980),leali,,,
193,https://www.nhm.ac.uk/discover/dino-directory/nodosaurus.html,Nodosaurus,no-doh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/nodo.jpg,5.0m,armoured dinosaur,herbivorous,"Early Cretaceous, 110-100 million years ago",China,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Nodosauridae",Marsh (1889),textilis,,,
194,https://www.nhm.ac.uk/discover/dino-directory/nomingia.html,Nomingia,noh-ming-ee-uh,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Nomingia.jpg,1.6m,small theropod,omnivorous,"Late Cretaceous, 72-68 million years ago",China,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Oviraptorosauria, Caenagnathoidea, Caenagnathidae","Barsbold, OsmÃ³lska, Watabe, Currie and Tsogtbaatar (2000)",gobiensis,,,
195,https://www.nhm.ac.uk/discover/dino-directory/nothronychus.html,Nothronychus,noh-thron-i-kus,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Nothronychus.jpg,5.3m,large theropod,omnivorous,"Late Cretaceous, 94-89 million years ago",China,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Therizinosauroidea, Therizinosauridae",Kirkland and Wolfe (2001),mckinleyi,,,
196,https://www.nhm.ac.uk/discover/dino-directory/nqwebasaurus.html,Nqwebasaurus,n-qu-web-ah-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Nqwebasaurus.jpg,1.0m,small theropod,carnivorous,"Mid Jurassic, 159-132 million years ago",China,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria","de Klerk, Forster, Sampson, Chinsamy and Ross (2000)",thwazi,,,
