,Reference,Name,Pronunciation,Image_Reference,Length,Type,Diet,Period,Area,Taxonomy,Named_By,Species,Teeth,Food,Movement,period_group,period_specific
225,https://www.nhm.ac.uk/discover/dino-directory/proceratosaurus.html,Proceratosaurus,proh-ker-at-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Proceratosaurus.jpg,4.1m,small theropod,carnivorous,"Mid Jurassic, 169-164 million years ago","France,Germany,Switzerland","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria",Woodward (1910),bradleyi,,,,Mid Jurassic, 169-164 million years ago
226,https://www.nhm.ac.uk/discover/dino-directory/procompsognathus.html,Procompsognathus,pro-comp-sog-nay-thus,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Procompsognathus.jpg,1.0m,small theropod,carnivorous,"Late Triassic, 221-210 million years ago","France,Germany,Switzerland","Dinosauria, Saurischia, Theropoda, Neotheropoda, Coelophysoidea",Fraas (1913),triassicus,,,,Late Triassic, 221-210 million years ago
227,https://www.nhm.ac.uk/discover/dino-directory/prosaurolophus.html,Prosaurolophus,proh-sore-oh-lof-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Prosaurolophus.jpg,7.6m,euornithopod,herbivorous,"Late Cretaceous, 77-75 million years ago","France,Germany,Switzerland","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Hadrosaurinae",Brown (1916),maximus,,,,Late Cretaceous, 77-75 million years ago
228,https://www.nhm.ac.uk/discover/dino-directory/protarchaeopteryx.html,Protarchaeopteryx,pro-tark-ee-op-ter-iks,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Protarchaeopteryx.jpg,2.0m,small theropod,carnivorous,"Early Cretaceous, 122-120 million years ago","France,Germany,Switzerland","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptora",Ji and Ji (1997),robusta,,,,Early Cretaceous, 122-120 million years ago
229,https://www.nhm.ac.uk/discover/dino-directory/protoceratops.html,Protoceratops,pro-toe-ker-ah-tops,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/proto.jpg,1.8m,ceratopsian,herbivorous,"Late Cretaceous, 74-70 million years ago","China,Mongolia","Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria",Granger and Gregory (1923),andrewsi,shearing and grinding teeth with a horny beak at the front,plant material,on 4 legs,Late Cretaceous, 74-70 million years ago
230,https://www.nhm.ac.uk/discover/dino-directory/protohadros.html,Protohadros,proh-toh-had-ros,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Protohadros.jpg,6.0m,euornithopod,herbivorous,"Late Cretaceous, 99-94 million years ago","China,Mongolia","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea",Head (1998),byrdi,,,,Late Cretaceous, 99-94 million years ago
231,https://www.nhm.ac.uk/discover/dino-directory/psittacosaurus.html,Psittacosaurus,SIT-ak-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/psittaco.jpg,2.0m,ceratopsian,herbivorous,"Early Cretaceous, 120-100 million years ago","China,Mongolia,Russia","Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Psittacosauridae",Osborn (1923),mongoliensis,beak,plant material,on 2 or 4 legs,Early Cretaceous, 120-100 million years ago
232,https://www.nhm.ac.uk/discover/dino-directory/quaesitosaurus.html,Quaesitosaurus,kwee-siet-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Quaesitosaurus.jpg,23.0m,sauropod,herbivorous,"Late Cretaceous, 86-84 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Nemegtosauridae",Kurzanov and Bannikov (1983),orientalis,,,,Late Cretaceous, 86-84 million years ago
233,https://www.nhm.ac.uk/discover/dino-directory/rebbachisaurus.html,Rebbachisaurus,re-bash-i-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Rebbachisaurus.jpg,20.0m,sauropod,herbivorous,"Early Cretaceous, 112-99 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Rebbachisauridae",Lavocat (1954),garasbae,,,,Early Cretaceous, 112-99 million years ago
234,https://www.nhm.ac.uk/discover/dino-directory/rhabdodon.html,Rhabdodon,RAB-doh-don,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/rhab.jpg,4.0m,euornithopod,herbivorous,"Late Cretaceous, 76-70 million years ago","China,Mongolia,Russia","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Rhabdodontidae",Matherton (1869),priscus,,,,Late Cretaceous, 76-70 million years ago
235,https://www.nhm.ac.uk/discover/dino-directory/rhoetosaurus.html,Rhoetosaurus,reet-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Rhoetosaurus.jpg,15.0m,sauropod,herbivorous,"Mid Jurassic, 177-169 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda",Longman (1926),brownei,,,,Mid Jurassic, 177-169 million years ago
236,https://www.nhm.ac.uk/discover/dino-directory/rinchenia.html,Rinchenia,rin-chen-ee-ah,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Rinchenia.jpg,2.5m,small theropod,omnivorous,"Late Cretaceous, 72-68 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Oviraptorosauria, Caenagnathoidea, Oviraptoridae, Oviraptorinae",Barsbold (1986),mongoliensis,,,,Late Cretaceous, 72-68 million years ago
237,https://www.nhm.ac.uk/discover/dino-directory/riojasaurus.html,Riojasaurus,ree-oh-hah-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Riojasaurus.jpg,5.15m,sauropod,herbivorous/omnivorous,"Late Triassic, 221-210 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Anchisauria, Melanorosauridae",Bonaparte (1969),incertus,,,,Late Triassic, 221-210 million years ago
238,https://www.nhm.ac.uk/discover/dino-directory/rugops.html,Rugops,roo-gops,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Rugops.jpg,7.0m,large theropod,carnivorous,"Late Cretaceous, 95 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Ceratosauria, Neoceratosauria, Abelisauridae","Sereno, Wilson and Conrad (2004)",primus,,,,Late Cretaceous, 95 million years ago
239,https://www.nhm.ac.uk/discover/dino-directory/saichania.html,Saichania,sigh-CHAN-ee-a,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/saich.jpg,6.6m,armoured dinosaur,herbivorous,"Late Cretaceous, 80 million years ago","China,Mongolia,Russia","Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Ankylosauridae",MaryaÃ±ska (1977),chulsanensis,,,,Late Cretaceous, 80 million years ago
240,https://www.nhm.ac.uk/discover/dino-directory/saltasaurus.html,Saltasaurus,salt-a-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/salta.jpg,12.0m,sauropod,herbivorous,"Late Cretaceous, 70-65 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Lithostrotia, Saltasauridae",Bonaparte and Powell (1980),loricatus,,,,Late Cretaceous, 70-65 million years ago
241,https://www.nhm.ac.uk/discover/dino-directory/saltopus.html,Saltopus,sal-to-pus,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Saltopus.jpg,,small theropod,carnivorous,"Late Triassic, 221-210 million years ago","China,Mongolia,Russia",Dinosauria,Huene (1910),elginensis,,,,Late Triassic, 221-210 million years ago
242,https://www.nhm.ac.uk/discover/dino-directory/sarcosaurus.html,Sarcosaurus,sahr-koh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Sarcosaurus.jpg,3.0m,small theropod,carnivorous,"Early Jurassic, 202-195 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Ceratosauria",Andrews (1921),woodi,,,,Early Jurassic, 202-195 million years ago
243,https://www.nhm.ac.uk/discover/dino-directory/saurolophus.html,Saurolophus,SORE-oh-LOAF-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/sauro.jpg,9.0m,euornithopod,herbivorous,"Late Cretaceous, 74-70 million years ago","China,Mongolia,Russia","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Hadrosaurinae",Brown (1912),osborni,,,,Late Cretaceous, 74-70 million years ago
244,https://www.nhm.ac.uk/discover/dino-directory/sauropelta.html,Sauropelta,sore-oh-pelt-ah,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Sauropelta.jpg,6.5m,armoured dinosaur,herbivorous,"Early Cretaceous, 121-94 million years ago","China,Mongolia,Russia","Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Nodosauridae",Ostrom (1970),edwardsorum,,,,Early Cretaceous, 121-94 million years ago
245,https://www.nhm.ac.uk/discover/dino-directory/saurophaganax.html,Saurophaganax,sore-oh-fag-ah-naks,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Saurophaganax.jpg,12.0m,large theropod,carnivorous,"Late Jurassic, 154-142 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Carnosauria, Allosauroidea, Allosauridae",Chure (1996),maximus,,,,Late Jurassic, 154-142 million years ago
246,https://www.nhm.ac.uk/discover/dino-directory/saurornithoides.html,Saurornithoides,sore-OR-nith-OID-eez,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/saurorn.jpg,3.0m,small theropod,carnivorous,"Late Cretaceous, 85-80 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptoria, Troodontidae",Osborn (1924),mongoliensis,,,,Late Cretaceous, 85-80 million years ago
247,https://www.nhm.ac.uk/discover/dino-directory/scelidosaurus.html,Scelidosaurus,skel-EYE-doh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/scelid.jpg,4.0m,armoured dinosaur,herbivorous,"Early Jurassic, 208-194 million years ago","China,Mongolia,Russia","Dinosauria, Ornithischia, Genasauria, Thyreophora, Scelidosauridae",Owen (1868),harrisonii,,,,Early Jurassic, 208-194 million years ago
248,https://www.nhm.ac.uk/discover/dino-directory/scutellosaurus.html,Scutellosaurus,skoo-tell-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Scutellosaurus.jpg,1.2m,armoured dinosaur,herbivorous,"Early Jurassic, 205-202 million years ago","China,Mongolia,Russia","Dinosauria, Ornithischia, Genasauria, Thyreophora",Colbert (1981),lawleri,,,,Early Jurassic, 205-202 million years ago
249,https://www.nhm.ac.uk/discover/dino-directory/secernosaurus.html,Secernosaurus,see-ser-noh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Secernosaurus.jpg,3.0m,euornithopod,herbivorous,"Late Cretaceous, 71-65 million years ago","China,Mongolia,Russia","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae",Brett-Surman (1979),koerneri,,,,Late Cretaceous, 71-65 million years ago
250,https://www.nhm.ac.uk/discover/dino-directory/segisaurus.html,Segisaurus,sayg-ee-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Segisaurus.jpg,1.5m,small theropod,carnivorous,"Mid Jurassic, 195-180 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Coelophysoidea, Coelophysidae",Camp (1936),halli,,,,Mid Jurassic, 195-180 million years ago
251,https://www.nhm.ac.uk/discover/dino-directory/segnosaurus.html,Segnosaurus,SEG-no-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/segno.jpg,4.0m,large theropod,carnivorous,"Late Cretaceous, 97-88 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Therizinosauroidea, Therizinosauridae",Perle (1979),galbinensis,,,,Late Cretaceous, 97-88 million years ago
252,https://www.nhm.ac.uk/discover/dino-directory/shamosaurus.html,Shamosaurus,shah-maw-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Shamosaurus.jpg,,armoured dinosaur,herbivorous,"Early Cretaceous, 121-99 million years ago","China,Mongolia,Russia","Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Ankylosauridae",Tumanova (1983),scutatus,,,,Early Cretaceous, 121-99 million years ago
253,https://www.nhm.ac.uk/discover/dino-directory/shanag.html,Shanag,sha-nag,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/shanag.jpg,0.45m,small theropod,carnivorous,"Early Cretaceous, 126-142 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia","Turner, Hwang and Norell (2007)",ashile,,,,Early Cretaceous, 126-142 million years ago
254,https://www.nhm.ac.uk/discover/dino-directory/shantungosaurus.html,Shantungosaurus,shan-TUN-go-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/shantung.jpg,15.0m,euornithopod,herbivorous,"Late Cretaceous, 78-74 million years ago","China,Mongolia,Russia","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Hadrosaurinae",Hu (1973),giganteus,,,,Late Cretaceous, 78-74 million years ago
255,https://www.nhm.ac.uk/discover/dino-directory/shunosaurus.html,Shunosaurus,SHOON-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/shuno.jpg,10.0m,sauropod,herbivorous,"Mid Jurassic, 170-160 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda","Dong, Zhou and Zhang (1983)",lii,,,,Mid Jurassic, 170-160 million years ago
256,https://www.nhm.ac.uk/discover/dino-directory/shuvuuia.html,Shuvuuia,shu-voo-ee-ah,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Shuvuuia.jpg,0.6m,small theropod,omnivorous,"Late Cretaceous, 75-81 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Alvarezsauridae","Chiappe, Norell and Clark (1998)",deserti,,,,Late Cretaceous, 75-81 million years ago
257,https://www.nhm.ac.uk/discover/dino-directory/silvisaurus.html,Silvisaurus,sil-vi-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Silvisaurus.jpg,4.0m,armoured dinosaur,herbivorous,"Early Cretaceous, 121-112 million years ago","China,Mongolia,Russia","Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Nodosauridae",Eaton (1960),condrayi,,,,Early Cretaceous, 121-112 million years ago
258,https://www.nhm.ac.uk/discover/dino-directory/sinocalliopteryx.html,Sinocalliopteryx,sie-no-kall-ee-op-ter-iks,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/sinocalliopteryx.jpg,2.37m,small theropod,carnivorous,"Early Cretaceous, 125 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia","Ji, Ji, LÃ¼ and Yuan (2007)",gigas,,,,Early Cretaceous, 125 million years ago
259,https://www.nhm.ac.uk/discover/dino-directory/sinornithosaurus.html,Sinornithosaurus,sine-or-nith-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Sinornithosaurus.jpg,2.0m,small theropod,carnivorous,"Early Cretaceous, 122-120 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptora, Dromaeosauridae","Xu, Wang and Wu (1999)",millenii,,,,Early Cretaceous, 122-120 million years ago
260,https://www.nhm.ac.uk/discover/dino-directory/sinosauropteryx.html,Sinosauropteryx,sine-oh-sore-op-ter-iks,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Sinosauropteryx.jpg,1.0m,small theropod,carnivorous,"Early Cretaceous, 122-120 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Compsognathidae",Ji and Ji (1996),prima,,,,Early Cretaceous, 122-120 million years ago
261,https://www.nhm.ac.uk/discover/dino-directory/sinovenator.html,Sinovenator,sien-oh-vee-nay-tor,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Sinvenator.jpg,1.0m,small theropod,carnivorous,"Early Cretaceous, 127-121 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptoria, Troodontidae","Xu, Norell, Wang, Makovicky and Wu (2002)",changii,,,,Early Cretaceous, 127-121 million years ago
262,https://www.nhm.ac.uk/discover/dino-directory/sinraptor.html,Sinraptor,sien-rap-tor,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Sinraptor.jpg,7.6m,large theropod,carnivorous,"Mid Jurassic, 169-142 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Carnosauria, Allosauroidea, Sinraptoridae",Gao (1992),hepingensis,,,,Mid Jurassic, 169-142 million years ago
263,https://www.nhm.ac.uk/discover/dino-directory/sonidosaurus.html,Sonidosaurus,soh-nid-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Sonidosaurus.jpg,9.0m,sauropod,herbivorous,"Late Cretaceous, 89-65 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria","Xu, Zhang, Tan, Zhao and Tan (2006)",saihangaobiensis,,,,Late Cretaceous, 89-65 million years ago
264,https://www.nhm.ac.uk/discover/dino-directory/spinosaurus.html,Spinosaurus,SPINE-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/spino.jpg,18.0m,large theropod,carnivorous,"Late Cretaceous, 95-70 million years ago","Egypt,Morocco","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Spinosauroidea, Spinosauridae, Spinosaurinae",Stromer (1915),aegyptiacus,flat and blade-like,fish and maybe other dinosaurs,on 2 legs,Late Cretaceous, 95-70 million years ago
265,https://www.nhm.ac.uk/discover/dino-directory/staurikosaurus.html,Staurikosaurus,stor-ik-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Staurikosaurus.jpg,2.0m,large theropod,carnivorous,"Late Triassic, 227-221 million years ago","Egypt,Morocco","Dinosauria, Saurischia, Theropoda, Herrerasauridae",Colbert (1970),pricei,,,,Late Triassic, 227-221 million years ago
266,https://www.nhm.ac.uk/discover/dino-directory/stegoceras.html,Stegoceras,ste-GOS-er-as,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/stegoceras.jpg,2.4m,euornithopod,herbivorous,"Late Cretaceous, 76-74 million years ago","Egypt,Morocco","Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Pachycephalosauria, Goyocephala, Homalocephaloidea, Pachycephalosauridae",Lambe (1902),validum,,,,Late Cretaceous, 76-74 million years ago
267,https://www.nhm.ac.uk/discover/dino-directory/stegosaurus.html,Stegosaurus,STEG-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/stego.jpg,9.0m,armoured dinosaur,herbivorous,"Late Jurassic, 155-145 million years ago","Egypt,Morocco","Dinosauria, Ornithischia, Genasauria, Thyreophora, Stegosauria, Stegosauridae, Stegosaurinae",Marsh (1877),armatus,,,,Late Jurassic, 155-145 million years ago
268,https://www.nhm.ac.uk/discover/dino-directory/stenopelix.html,Stenopelix,ste-nop-e-liks,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Stenopelix.jpg,1.5m,ceratopsian,herbivorous,"Early Cretaceous, 127-121 million years ago","Egypt,Morocco","Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Pachycephalosauria",Meyer (1857),valdensis,,,,Early Cretaceous, 127-121 million years ago
269,https://www.nhm.ac.uk/discover/dino-directory/struthiomimus.html,Struthiomimus,STRUTH-ee-oh-MEEM-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/struthio.jpg,4.0m,small theropod,omnivorous,"Late Cretaceous, 76-74 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Ornithomimosauria, Ornithomimidae",Osborn (1917),altus,"horny beak, no teeth","unknown, could have eaten both plants and small animals",on 2 legs,Late Cretaceous, 76-74 million years ago
270,https://www.nhm.ac.uk/discover/dino-directory/struthiosaurus.html,Struthiosaurus,strew-thee-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Struthiosaurus.jpg,2.5m,armoured dinosaur,herbivorous,"Late Cretaceous, 83-75 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Nodosauridae",Bunzel (1871),austriacus,,,,Late Cretaceous, 83-75 million years ago
271,https://www.nhm.ac.uk/discover/dino-directory/styracosaurus.html,Styracosaurus,sty-RAK-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/styrac.jpg,5.5m,ceratopsian,herbivorous,"Late Cretaceous, 76-70 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Centrosaurinae",Lambe (1913),albertensis,,,,Late Cretaceous, 76-70 million years ago
272,https://www.nhm.ac.uk/discover/dino-directory/suchomimus.html,Suchomimus,sook-oh-mim-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Suchomimus.jpg,11.0m,large theropod,carnivorous,"Early Cretaceous, 121-112 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Spinosauroidea, Spinosauridae, Baryonychinae","Sereno, Beck, Dutheil, Gado, Larsson, Lyon, Marcot, Rauhut, Sadleir, Sidor, Varricchio, Wilson and Wilson (1998)",tenerensis,,,,Early Cretaceous, 121-112 million years ago
273,https://www.nhm.ac.uk/discover/dino-directory/supersaurus.html,Supersaurus,sue-per-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Supersaurus.jpg,35.0m,sauropod,herbivorous,"Early Cretaceous, 154-142 million years ago",Canada,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Diplodocidae",Jansen (1985),vivianae,,,,Early Cretaceous, 154-142 million years ago
274,https://www.nhm.ac.uk/discover/dino-directory/talarurus.html,Talarurus,tal-a-roor-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Talarurus.jpg,6.0m,armoured dinosaur,herbivorous,"Late Cretaceous, 99-89 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Ankylosauridae",Maleev (1952),plicatospineus,,,,Late Cretaceous, 99-89 million years ago
275,https://www.nhm.ac.uk/discover/dino-directory/tanius.html,Tanius,tahn-ee-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Tanius.jpg,,euornithopod,herbivorous,"Late Cretaceous, 89-65 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae",Wiman (1929),sinensis,,,,Late Cretaceous, 89-65 million years ago
276,https://www.nhm.ac.uk/discover/dino-directory/tarbosaurus.html,Tarbosaurus,TAR-bow-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/tarbo.jpg,10.0m,large theropod,carnivorous,"Late Cretaceous, 74-70 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Tyrannosauroidea, Tyrannosauridae, Tyrannosaurinae",Maleev (1955),bataar,,,,Late Cretaceous, 74-70 million years ago
